Fecha,Estado,Horario,Centena,Fijo,Corrido_1,Corrido_2
2024-05-19,FL,Midday,2,10,70,36
2024-05-19,NY,Midday,8,0,7,88
2024-05-19,GA,Evening,0,46,9,99
2024-05-19,TN,Evening,6,36,36,14
2024-05-19,FL,Evening,5,4,19,64
2024-05-19,NY,Evening,0,53,89,1
2024-05-19,NJ,Evening,6,17,93,83
2024-05-19,GA,Night,1,52,20,40
2024-05-20,TN,Morning,7,73,50,23
2024-05-20,GA,Midday,6,40,58,38
2024-05-20,NJ,Midday,7,19,38,16
2024-05-20,TN,Midday,3,89,45,80
2024-05-20,FL,Midday,7,79,32,71
2024-05-20,NY,Midday,9,48,54,25
2024-05-20,GA,Evening,0,91,50,64
2024-05-20,TN,Evening,9,12,54,66
2024-05-20,FL,Evening,1,30,37,0
2024-05-20,NY,Evening,5,6,25,31
2024-05-20,NJ,Evening,4,77,18,65
2024-05-20,GA,Night,4,13,13,89
2024-05-21,TN,Morning,5,46,58,88
2024-05-21,GA,Midday,8,93,63,28
2024-05-21,NJ,Midday,4,79,55,1
2024-05-21,TN,Midday,0,72,71,47
2024-05-21,FL,Midday,8,1,48,27
2024-05-21,NY,Midday,2,21,7,59
2024-05-21,GA,Evening,4,73,80,43
2024-05-21,TN,Evening,8,89,86,85
2024-05-21,FL,Evening,4,38,56,21
2024-05-21,NY,Evening,6,61,14,56
2024-05-21,NJ,Evening,3,41,24,27
2024-05-21,GA,Night,6,38,37,12
2024-05-22,TN,Morning,8,23,3,62
2024-05-22,GA,Midday,5,57,89,38
2024-05-22,NJ,Midday,5,65,10,37
2024-05-22,TN,Midday,8,99,29,51
2024-05-22,FL,Midday,5,53,89,43
2024-05-22,NY,Midday,1,43,12,54
2024-05-22,GA,Evening,7,30,35,27
2024-05-22,TN,Evening,0,51,51,99
2024-05-22,FL,Evening,8,13,35,9
2024-05-22,NY,Evening,1,67,79,78
2024-05-22,NJ,Evening,1,99,88,62
2024-05-22,GA,Night,3,99,94,13
2024-05-23,TN,Morning,8,68,37,61
2024-05-23,GA,Midday,2,61,87,8
2024-05-23,NJ,Midday,0,81,9,74
2024-05-23,TN,Midday,1,52,1,48
2024-05-23,FL,Midday,0,85,62,29
2024-05-23,NY,Midday,5,55,16,57
2024-05-23,GA,Evening,7,39,59,44
2024-05-23,TN,Evening,2,76,22,35
2024-05-23,FL,Evening,4,92,22,63
2024-05-23,NY,Evening,7,72,31,29
2024-05-23,NJ,Evening,3,85,32,92
2024-05-23,GA,Night,7,57,42,85
2024-05-24,TN,Morning,4,93,66,69
2024-05-24,GA,Midday,1,35,70,30
2024-05-24,NJ,Midday,7,43,96,81
2024-05-24,TN,Midday,3,57,54,76
2024-05-24,FL,Midday,0,93,16,28
2024-05-24,NY,Midday,8,89,9,23
2024-05-24,GA,Evening,5,92,33,15
2024-05-24,TN,Evening,6,30,63,58
2024-05-24,FL,Evening,3,10,82,6
2024-05-24,NY,Evening,6,54,76,82
2024-05-24,NJ,Evening,6,66,41,39
2024-05-24,GA,Night,7,77,78,25
2024-05-25,TN,Morning,3,77,15,54
2024-05-25,GA,Midday,8,64,71,79
2024-05-25,NJ,Midday,3,13,41,92
2024-05-25,TN,Midday,6,94,56,4
2024-05-25,FL,Midday,8,52,20,68
2024-05-25,NY,Midday,1,39,65,99
2024-05-25,GA,Evening,6,43,14,10
2024-05-25,TN,Evening,8,84,74,48
2024-05-25,FL,Evening,1,16,67,26
2024-05-25,NY,Evening,0,79,11,23
2024-05-25,NJ,Evening,0,60,92,99
2024-05-25,GA,Night,1,25,41,83
2024-05-26,GA,Midday,2,96,94,61
2024-05-26,NJ,Midday,1,80,60,76
2024-05-26,FL,Midday,0,39,45,28
2024-05-26,NY,Midday,8,25,46,88
2024-05-26,GA,Evening,2,36,36,16
2024-05-26,TN,Evening,5,43,52,45
2024-05-26,FL,Evening,8,28,12,9
2024-05-26,NY,Evening,5,0,42,69
2024-05-26,NJ,Evening,6,37,54,83
2024-05-26,GA,Night,6,97,14,30
2024-05-27,TN,Morning,2,44,33,59
2024-05-27,GA,Midday,2,71,79,73
2024-05-27,NJ,Midday,2,3,50,82
2024-05-27,TN,Midday,9,68,41,72
2024-05-27,FL,Midday,0,81,74,78
2024-05-27,NY,Midday,1,34,50,5
2024-05-27,GA,Evening,8,33,23,84
2024-05-27,TN,Evening,0,98,44,40
2024-05-27,FL,Evening,6,73,33,26
2024-05-27,NY,Evening,6,10,70,13
2024-05-27,NJ,Evening,5,28,21,57
2024-05-27,GA,Night,9,20,58,14
2024-05-28,TN,Morning,1,53,86,50
2024-05-28,GA,Midday,7,9,96,40
2024-05-28,NJ,Midday,8,48,22,88
2024-05-28,TN,Midday,7,29,90,59
2024-05-28,FL,Midday,3,13,53,35
2024-05-28,NY,Midday,3,99,26,18
2024-05-28,GA,Evening,9,95,6,76
2024-05-28,TN,Evening,9,95,38,88
2024-05-28,FL,Evening,3,62,20,28
2024-05-28,NY,Evening,7,75,40,17
2024-05-28,NJ,Evening,0,36,6,35
2024-05-28,GA,Night,5,48,21,2
2024-05-29,TN,Morning,9,49,24,65
2024-05-29,GA,Midday,7,7,85,53
2024-05-29,NJ,Midday,5,99,6,83
2024-05-29,TN,Midday,3,19,20,17
2024-05-29,FL,Midday,6,22,96,10
2024-05-29,NY,Midday,7,88,98,19
2024-05-29,GA,Evening,4,79,67,68
2024-05-29,TN,Evening,5,26,87,66
2024-05-29,FL,Evening,5,19,26,27
2024-05-29,NY,Evening,8,10,53,70
2024-05-29,NJ,Evening,2,63,21,82
2024-05-29,GA,Night,4,11,17,56
2024-05-30,TN,Morning,7,44,98,65
2024-05-30,GA,Midday,0,69,50,5
2024-05-30,NJ,Midday,6,58,36,55
2024-05-30,TN,Midday,1,81,41,29
2024-05-30,FL,Midday,4,43,23,25
2024-05-30,NY,Midday,5,16,87,87
2024-05-30,GA,Evening,8,16,65,7
2024-05-30,TN,Evening,1,93,88,25
2024-05-30,FL,Evening,0,46,64,21
2024-05-30,NY,Evening,9,82,91,30
2024-05-30,NJ,Evening,4,21,43,76
2024-05-30,GA,Night,8,90,8,93
2024-05-31,TN,Morning,2,44,93,47
2024-05-31,GA,Midday,7,65,27,73
2024-05-31,NJ,Midday,0,52,33,97
2024-05-31,TN,Midday,0,12,66,91
2024-05-31,FL,Midday,7,83,23,60
2024-05-31,NY,Midday,8,23,8,0
2024-05-31,GA,Evening,2,42,21,73
2024-05-31,TN,Evening,9,55,52,24
2024-05-31,FL,Evening,1,28,36,34
2024-05-31,NY,Evening,2,23,31,63
2024-05-31,NJ,Evening,6,43,55,96
2024-05-31,GA,Night,7,58,6,95
2024-06-01,TN,Morning,7,13,25,48
2024-06-01,GA,Midday,9,76,20,85
2024-06-01,NJ,Midday,1,2,6,11
2024-06-01,TN,Midday,0,12,78,29
2024-06-01,FL,Midday,0,56,73,88
2024-06-01,NY,Midday,1,81,10,27
2024-06-01,GA,Evening,1,61,75,97
2024-06-01,TN,Evening,8,26,91,7
2024-06-01,FL,Evening,0,62,88,36
2024-06-01,NY,Evening,5,72,23,57
2024-06-01,NJ,Evening,8,70,15,34
2024-06-01,GA,Night,3,27,1,33
2024-06-02,GA,Midday,1,46,1,28
2024-06-02,NJ,Midday,9,50,28,60
2024-06-02,FL,Midday,8,83,14,20
2024-06-02,NY,Midday,6,97,36,56
2024-06-02,GA,Evening,5,22,48,23
2024-06-02,TN,Evening,4,36,93,35
2024-06-02,FL,Evening,1,41,10,86
2024-06-02,NY,Evening,3,78,50,31
2024-06-02,NJ,Evening,2,42,42,53
2024-06-02,GA,Night,9,96,42,49
2024-06-03,TN,Morning,7,18,20,99
2024-06-03,GA,Midday,3,5,69,85
2024-06-03,NJ,Midday,6,49,23,30
2024-06-03,TN,Midday,1,78,36,70
2024-06-03,FL,Midday,2,75,14,3
2024-06-03,NY,Midday,3,27,59,48
2024-06-03,GA,Evening,0,53,83,59
2024-06-03,TN,Evening,1,36,94,48
2024-06-03,FL,Evening,4,75,1,7
2024-06-03,NY,Evening,7,6,16,87
2024-06-03,NJ,Evening,7,33,43,33
2024-06-03,GA,Night,5,36,85,20
2024-06-04,TN,Morning,8,56,29,84
2024-06-04,GA,Midday,5,75,14,26
2024-06-04,NJ,Midday,3,42,50,29
2024-06-04,TN,Midday,9,61,68,20
2024-06-04,FL,Midday,1,98,52,53
2024-06-04,NY,Midday,8,70,47,65
2024-06-04,GA,Evening,4,34,95,34
2024-06-04,TN,Evening,0,88,38,61
2024-06-04,FL,Evening,9,51,80,19
2024-06-04,NY,Evening,9,24,70,6
2024-06-04,NJ,Evening,0,87,44,24
2024-06-04,GA,Night,8,83,90,22
2024-06-05,TN,Morning,8,73,44,87
2024-06-05,GA,Midday,6,96,20,34
2024-06-05,NJ,Midday,0,14,86,62
2024-06-05,TN,Midday,7,7,98,60
2024-06-05,FL,Midday,6,0,43,59
2024-06-05,NY,Midday,0,26,89,6
2024-06-05,GA,Evening,4,69,10,36
2024-06-05,TN,Evening,9,68,86,37
2024-06-05,FL,Evening,4,63,40,62
2024-06-05,NY,Evening,4,76,22,40
2024-06-05,NJ,Evening,2,11,61,90
2024-06-05,GA,Night,2,1,92,13
2024-06-06,TN,Morning,0,35,26,9
2024-06-06,GA,Midday,0,37,4,71
2024-06-06,NJ,Midday,2,88,34,25
2024-06-06,TN,Midday,8,57,58,17
2024-06-06,FL,Midday,3,83,83,66
2024-06-06,NY,Midday,3,99,34,33
2024-06-06,GA,Evening,0,89,1,48
2024-06-06,TN,Evening,4,56,79,64
2024-06-06,FL,Evening,2,30,64,29
2024-06-06,NY,Evening,4,8,20,99
2024-06-06,NJ,Evening,7,93,10,37
2024-06-06,GA,Night,3,75,49,26
2024-06-07,TN,Morning,1,23,84,83
2024-06-07,GA,Midday,9,77,43,18
2024-06-07,NJ,Midday,5,43,73,86
2024-06-07,TN,Midday,9,47,31,58
2024-06-07,FL,Midday,3,24,7,61
2024-06-07,NY,Midday,8,17,25,17
2024-06-07,GA,Evening,9,63,45,83
2024-06-07,TN,Evening,7,20,63,12
2024-06-07,FL,Evening,7,55,57,71
2024-06-07,NY,Evening,4,76,83,82
2024-06-07,NJ,Evening,5,25,99,82
2024-06-07,GA,Night,3,19,50,49
2024-06-08,TN,Morning,4,52,22,60
2024-06-08,GA,Midday,3,10,96,58
2024-06-08,NJ,Midday,1,92,80,91
2024-06-08,TN,Midday,2,54,28,22
2024-06-08,FL,Midday,0,12,31,3
2024-06-08,NY,Midday,4,32,11,56
2024-06-08,GA,Evening,2,12,79,27
2024-06-08,TN,Evening,9,44,85,59
2024-06-08,FL,Evening,5,54,30,86
2024-06-08,NY,Evening,3,75,91,63
2024-06-08,NJ,Evening,7,77,32,7
2024-06-08,GA,Night,6,82,57,67
2024-06-09,GA,Midday,5,92,38,12
2024-06-09,NJ,Midday,4,72,47,73
2024-06-09,FL,Midday,6,79,81,86
2024-06-09,NY,Midday,9,68,47,41
2024-06-09,GA,Evening,5,51,93,52
2024-06-09,TN,Evening,6,36,63,61
2024-06-09,FL,Evening,3,71,31,46
2024-06-09,NY,Evening,3,26,52,54
2024-06-09,NJ,Evening,7,77,60,2
2024-06-09,GA,Night,8,3,74,99
2024-06-10,TN,Morning,2,63,11,1
2024-06-10,GA,Midday,9,85,37,61
2024-06-10,NJ,Midday,1,57,28,57
2024-06-10,TN,Midday,4,45,14,58
2024-06-10,FL,Midday,7,36,35,65
2024-06-10,NY,Midday,7,88,19,35
2024-06-10,GA,Evening,8,18,34,44
2024-06-10,TN,Evening,3,34,88,94
2024-06-10,FL,Evening,8,60,67,18
2024-06-10,NY,Evening,6,38,70,40
2024-06-10,NJ,Evening,4,43,77,60
2024-06-10,GA,Night,9,71,91,95
2024-06-11,TN,Morning,8,2,99,78
2024-06-11,GA,Midday,9,88,16,78
2024-06-11,NJ,Midday,4,80,39,12
2024-06-11,TN,Midday,1,37,51,80
2024-06-11,FL,Midday,9,22,81,67
2024-06-11,NY,Midday,5,30,35,92
2024-06-11,GA,Evening,6,54,14,55
2024-06-11,TN,Evening,3,75,46,63
2024-06-11,FL,Evening,7,40,46,18
2024-06-11,NY,Evening,4,97,91,88
2024-06-11,NJ,Evening,3,7,99,67
2024-06-11,GA,Night,0,41,32,84
2024-06-12,TN,Morning,5,30,64,95
2024-06-12,GA,Midday,4,21,49,70
2024-06-12,NJ,Midday,6,57,2,2
2024-06-12,TN,Midday,6,44,30,62
2024-06-12,FL,Midday,2,71,10,26
2024-06-12,NY,Midday,4,71,85,60
2024-06-12,GA,Evening,3,61,2,33
2024-06-12,TN,Evening,4,9,69,88
2024-06-12,NY,Evening,2,55,87,40
2024-06-12,GA,Night,3,65,0,39
2024-06-13,TN,Morning,6,90,23,75
2024-06-13,GA,Midday,9,47,24,59
2024-06-13,NJ,Midday,0,18,28,86
2024-06-13,TN,Midday,9,50,93,30
2024-06-13,FL,Midday,6,44,14,82
2024-06-13,NY,Midday,8,66,81,4
2024-06-13,GA,Evening,7,55,21,53
2024-06-13,TN,Evening,0,16,82,66
2024-06-13,NY,Evening,2,20,86,40
2024-06-13,GA,Night,3,6,72,18
2024-06-14,TN,Morning,5,41,83,74
2024-06-14,GA,Midday,1,18,8,14
2024-06-14,NJ,Midday,8,67,76,56
2024-06-14,TN,Midday,3,13,55,30
2024-06-14,FL,Midday,9,95,56,60
2024-06-14,NY,Midday,5,48,88,40
2024-06-14,GA,Evening,7,29,18,0
2024-06-14,TN,Evening,4,95,88,22
2024-06-14,NY,Evening,9,32,27,37
2024-06-14,GA,Night,2,40,75,94
2024-06-15,TN,Morning,7,46,92,42
2024-06-15,GA,Midday,6,39,60,28
2024-06-15,NJ,Midday,8,11,29,16
2024-06-15,TN,Midday,0,17,25,62
2024-06-15,FL,Midday,4,19,79,63
2024-06-15,NY,Midday,2,78,38,74
2024-06-15,GA,Evening,1,74,16,42
2024-06-15,TN,Evening,4,39,62,96
2024-06-15,NY,Evening,7,41,56,60
2024-06-15,GA,Night,2,8,44,35
2024-06-16,GA,Midday,7,75,93,75
2024-06-16,NJ,Midday,3,77,43,27
2024-06-16,FL,Midday,9,62,47,43
2024-06-16,NY,Midday,5,49,94,24
2024-06-16,GA,Evening,4,27,40,91
2024-06-16,TN,Evening,3,48,79,22
2024-06-16,NY,Evening,9,65,48,20
2024-06-16,GA,Night,7,38,13,87
2024-06-17,TN,Morning,1,53,85,8
2024-06-17,GA,Midday,7,48,25,75
2024-06-17,NJ,Midday,9,71,82,89
2024-06-17,TN,Midday,8,77,8,73
2024-06-17,FL,Midday,8,13,23,60
2024-06-17,NY,Midday,7,51,58,46
2024-06-17,GA,Evening,2,24,82,18
2024-06-17,TN,Evening,6,32,4,42
2024-06-17,NY,Evening,4,18,63,84
2024-06-17,GA,Night,7,99,55,55
2024-06-18,TN,Morning,1,21,77,95
2024-06-18,GA,Midday,6,94,98,68
2024-06-18,NJ,Midday,3,88,41,8
2024-06-18,TN,Midday,5,58,43,4
2024-06-18,FL,Midday,5,41,70,36
2024-06-18,NY,Midday,3,36,32,2
2024-06-18,GA,Evening,0,1,3,25
2024-06-18,TN,Evening,5,21,1,49
2024-06-18,NY,Evening,3,25,83,92
2024-06-18,GA,Night,5,8,46,48
2024-06-19,TN,Morning,4,19,70,75
2024-06-19,GA,Midday,0,28,25,31
2024-06-19,NJ,Midday,5,21,35,84
2024-06-19,TN,Midday,1,47,46,86
2024-06-19,FL,Midday,5,71,49,0
2024-06-19,NY,Midday,9,3,23,10
2024-06-19,GA,Evening,3,50,33,77
2024-06-19,TN,Evening,6,52,89,87
2024-06-19,FL,Evening,5,67,67,95
2024-06-19,NY,Evening,9,62,3,92
2024-06-19,NJ,Evening,7,50,78,93
2024-06-19,GA,Night,6,53,32,36
2024-06-20,TN,Morning,4,19,53,12
2024-06-20,GA,Midday,2,1,95,33
2024-06-20,NJ,Midday,9,10,12,90
2024-06-20,TN,Midday,7,53,37,78
2024-06-20,FL,Midday,6,48,76,25
2024-06-20,NY,Midday,0,88,36,28
2024-06-20,GA,Evening,9,11,50,11
2024-06-20,TN,Evening,2,4,21,72
2024-06-20,FL,Evening,9,31,3,75
2024-06-20,NY,Evening,8,97,61,85
2024-06-20,NJ,Evening,6,43,21,28
2024-06-20,GA,Night,4,55,42,25
2024-06-21,GA,Midday,7,43,48,54
2024-06-21,NJ,Midday,8,90,5,72
2024-06-21,TN,Midday,0,75,45,10
2024-06-21,FL,Midday,8,26,88,17
2024-06-21,NY,Midday,1,73,84,95
2024-06-21,GA,Evening,7,44,94,77
2024-06-21,TN,Evening,7,8,45,94
2024-06-21,NY,Evening,1,36,7,11
2024-06-21,NJ,Evening,1,85,20,32
2024-06-21,GA,Night,4,11,52,57
2024-06-22,TN,Morning,5,34,26,22
2024-06-22,GA,Midday,7,40,21,42
2024-06-22,NJ,Midday,7,73,96,58
2024-06-22,TN,Midday,5,91,58,87
2024-06-22,FL,Midday,9,31,79,70
2024-06-22,NY,Midday,8,63,39,66
2024-06-22,GA,Evening,4,56,47,59
2024-06-22,TN,Evening,1,24,59,23
2024-06-22,FL,Evening,3,65,10,55
2024-06-22,NY,Evening,1,58,56,36
2024-06-22,NJ,Evening,9,31,89,52
2024-06-22,GA,Night,6,38,72,51
2024-06-23,GA,Midday,1,37,91,8
2024-06-23,NJ,Midday,5,3,21,71
2024-06-23,FL,Midday,2,55,33,85
2024-06-23,NY,Midday,2,16,52,48
2024-06-23,GA,Evening,6,60,43,41
2024-06-23,TN,Evening,7,10,39,37
2024-06-23,FL,Evening,0,93,1,59
2024-06-23,NY,Evening,3,60,6,59
2024-06-23,NJ,Evening,4,35,44,29
2024-06-23,GA,Night,2,68,20,42
2024-06-24,TN,Morning,7,64,12,55
2024-06-24,GA,Midday,9,87,23,17
2024-06-24,NJ,Midday,4,29,61,78
2024-06-24,TN,Midday,7,94,63,37
2024-06-24,FL,Midday,4,44,96,57
2024-06-24,NY,Midday,1,27,89,89
2024-06-24,GA,Evening,3,5,3,52
2024-06-24,TN,Evening,7,13,31,48
2024-06-24,NY,Evening,0,54,12,34
2024-06-24,NJ,Evening,0,82,21,9
2024-06-24,GA,Night,5,89,60,11
2024-06-25,TN,Morning,8,3,51,19
2024-06-25,GA,Midday,0,3,78,62
2024-06-25,NJ,Midday,3,67,86,47
2024-06-25,TN,Midday,0,40,69,84
2024-06-25,FL,Midday,8,15,25,82
2024-06-25,NY,Midday,6,5,24,75
2024-06-25,GA,Evening,4,71,78,68
2024-06-25,TN,Evening,3,82,65,65
2024-06-25,FL,Evening,8,92,23,9
2024-06-25,NY,Evening,9,81,86,78
2024-06-25,NJ,Evening,9,63,94,34
2024-06-25,GA,Night,6,88,71,1
2024-06-26,TN,Morning,6,88,24,38
2024-06-26,GA,Midday,2,60,93,61
2024-06-26,NJ,Midday,3,41,21,23
2024-06-26,TN,Midday,0,88,99,61
2024-06-26,FL,Midday,9,24,14,90
2024-06-26,NY,Midday,1,56,67,32
2024-06-26,GA,Evening,7,89,31,79
2024-06-26,TN,Evening,0,77,5,33
2024-06-26,FL,Evening,6,66,34,77
2024-06-26,NY,Evening,1,28,95,78
2024-06-26,NJ,Evening,3,79,14,66
2024-06-26,GA,Night,8,16,65,34
2024-06-27,TN,Morning,6,24,97,60
2024-06-27,GA,Midday,5,9,9,8
2024-06-27,NJ,Midday,8,78,34,53
2024-06-27,TN,Midday,0,4,18,21
2024-06-27,FL,Midday,6,80,10,87
2024-06-27,NY,Midday,1,11,93,52
2024-06-27,GA,Evening,7,77,61,87
2024-06-27,TN,Evening,5,27,69,34
2024-06-27,FL,Evening,5,4,77,88
2024-06-27,NY,Evening,6,33,92,78
2024-06-27,NJ,Evening,1,80,25,34
2024-06-27,GA,Night,0,62,58,85
2024-06-28,TN,Morning,6,6,24,78
2024-06-28,GA,Midday,4,29,45,18
2024-06-28,NJ,Midday,8,50,53,25
2024-06-28,TN,Midday,8,24,11,96
2024-06-28,FL,Midday,1,34,89,46
2024-06-28,NY,Midday,4,10,43,59
2024-06-28,GA,Evening,8,91,78,36
2024-06-28,TN,Evening,8,12,41,22
2024-06-28,FL,Evening,4,64,73,3
2024-06-28,NY,Evening,2,82,67,91
2024-06-28,NJ,Evening,0,49,19,95
2024-06-28,GA,Night,3,2,36,32
2024-06-29,TN,Morning,7,69,83,99
2024-06-29,GA,Midday,0,36,41,97
2024-06-29,NJ,Midday,2,37,75,83
2024-06-29,TN,Midday,8,98,93,87
2024-06-29,FL,Midday,5,20,90,95
2024-06-29,NY,Midday,5,73,74,0
2024-06-29,GA,Evening,1,77,23,97
2024-06-29,NY,Evening,5,69,37,10
2024-06-29,NJ,Evening,6,85,37,69
2024-06-29,GA,Night,5,86,81,23
2024-06-30,GA,Midday,9,70,94,91
2024-06-30,NJ,Midday,6,60,9,40
2024-06-30,FL,Midday,5,80,86,21
2024-06-30,NY,Midday,4,82,34,90
2024-06-30,GA,Evening,7,71,9,80
2024-06-30,TN,Evening,7,93,32,78
2024-06-30,FL,Evening,4,2,24,44
2024-06-30,NY,Evening,7,50,87,78
2024-06-30,NJ,Evening,6,52,45,55
2024-06-30,GA,Night,1,35,9,72
2024-07-01,TN,Morning,5,17,12,42
2024-07-01,GA,Midday,7,57,31,99
2024-07-01,NJ,Midday,9,36,28,60
2024-07-01,TN,Midday,9,37,52,67
2024-07-01,FL,Midday,4,26,19,33
2024-07-01,NY,Midday,5,4,48,88
2024-07-01,GA,Evening,9,38,93,83
2024-07-01,TN,Evening,5,79,46,50
2024-07-01,FL,Evening,2,33,19,3
2024-07-01,NY,Evening,8,18,71,70
2024-07-01,NJ,Evening,1,11,25,90
2024-07-01,GA,Night,6,71,60,50
2024-07-02,TN,Morning,2,59,57,76
2024-07-02,GA,Midday,2,41,43,35
2024-07-02,NJ,Midday,2,10,93,48
2024-07-02,TN,Midday,0,1,89,66
2024-07-02,FL,Midday,7,87,84,57
2024-07-02,NY,Midday,3,77,74,29
2024-07-02,GA,Evening,2,20,76,58
2024-07-02,TN,Evening,6,78,1,40
2024-07-02,FL,Evening,2,14,24,69
2024-07-02,NY,Evening,7,42,7,75
2024-07-02,NJ,Evening,9,92,36,39
2024-07-02,GA,Night,7,74,70,98
2024-07-03,TN,Morning,5,40,33,94
2024-07-03,GA,Midday,3,48,86,83
2024-07-03,NJ,Midday,6,98,61,17
2024-07-03,TN,Midday,8,40,85,76
2024-07-03,FL,Midday,2,2,57,1
2024-07-03,NY,Midday,0,64,96,3
2024-07-03,GA,Evening,5,57,4,28
2024-07-03,TN,Evening,4,50,32,30
2024-07-03,NY,Evening,9,63,82,74
2024-07-03,NJ,Evening,1,36,99,36
2024-07-03,GA,Night,1,82,34,36
2024-07-04,TN,Morning,6,99,8,95
2024-07-04,GA,Midday,5,39,93,3
2024-07-04,NJ,Midday,0,65,62,82
2024-07-04,TN,Midday,4,29,22,28
2024-07-04,FL,Midday,4,3,62,16
2024-07-04,NY,Midday,4,72,26,44
2024-07-04,GA,Evening,3,36,38,20
2024-07-04,TN,Evening,0,48,50,96
2024-07-04,FL,Evening,5,17,13,78
2024-07-04,NY,Evening,3,50,81,10
2024-07-04,NJ,Evening,9,48,76,17
2024-07-04,GA,Night,3,52,60,47
2024-07-05,TN,Morning,9,31,34,63
2024-07-05,GA,Midday,2,31,83,28
2024-07-05,TN,Midday,4,50,43,95
2024-07-05,NY,Midday,5,63,91,28
2024-07-05,GA,Evening,4,36,36,79
2024-07-05,TN,Evening,8,54,80,97
2024-07-05,NY,Evening,2,82,77,10
2024-07-05,GA,Night,4,16,49,96
2024-07-06,GA,Midday,1,6,50,99
2024-07-06,NY,Midday,4,75,1,75
2024-07-06,GA,Evening,7,2,59,27
2024-07-06,NY,Evening,0,25,32,43
2024-07-06,GA,Night,5,5,10,60
2024-07-07,GA,Midday,8,27,54,26
2024-07-07,NJ,Midday,9,46,42,11
2024-07-07,FL,Midday,0,63,56,86
2024-07-07,NY,Midday,0,97,41,69
2024-07-07,GA,Evening,1,67,3,71
2024-07-07,TN,Evening,0,78,53,1
2024-07-07,NY,Evening,8,93,54,84
2024-07-07,NJ,Evening,9,93,57,21
2024-07-07,GA,Night,0,97,9,33
2024-07-08,TN,Morning,8,48,8,19
2024-07-08,GA,Midday,9,31,30,71
2024-07-08,NJ,Midday,0,95,85,42
2024-07-08,TN,Midday,0,6,21,19
2024-07-08,FL,Midday,8,85,64,31
2024-07-08,NY,Midday,5,61,19,19
2024-07-08,GA,Evening,0,83,25,0
2024-07-08,TN,Evening,3,38,18,33
2024-07-08,FL,Evening,1,59,42,1
2024-07-08,NY,Evening,9,77,19,82
2024-07-08,NJ,Evening,7,53,7,23
2024-07-08,GA,Night,4,34,9,17
2024-07-09,TN,Morning,4,21,72,31
2024-07-09,GA,Midday,0,97,12,67
2024-07-09,NJ,Midday,6,38,28,43
2024-07-09,TN,Midday,9,75,1,29
2024-07-09,FL,Midday,1,68,72,96
2024-07-09,NY,Midday,9,48,66,29
2024-07-09,GA,Evening,1,89,96,64
2024-07-09,TN,Evening,3,79,14,27
2024-07-09,FL,Evening,2,73,81,57
2024-07-09,NY,Evening,0,61,12,38
2024-07-09,NJ,Evening,4,11,57,19
2024-07-09,GA,Night,9,4,98,94
2024-07-10,TN,Morning,1,17,28,17
2024-07-10,GA,Midday,5,48,40,72
2024-07-10,NJ,Midday,0,20,76,34
2024-07-10,TN,Midday,8,2,0,90
2024-07-10,FL,Midday,9,21,73,99
2024-07-10,NY,Midday,1,77,87,24
2024-07-10,GA,Evening,6,86,32,59
2024-07-10,TN,Evening,0,42,7,56
2024-07-10,FL,Evening,4,16,67,20
2024-07-10,NY,Evening,4,77,68,70
2024-07-10,NJ,Evening,1,36,99,30
2024-07-10,GA,Night,9,83,50,93
2024-07-11,TN,Morning,5,16,76,58
2024-07-11,GA,Midday,4,28,38,85
2024-07-11,NJ,Midday,9,31,74,86
2024-07-11,TN,Midday,7,66,96,33
2024-07-11,FL,Midday,8,86,61,61
2024-07-11,NY,Midday,2,42,53,60
2024-07-11,GA,Evening,7,28,76,80
2024-07-11,TN,Evening,1,3,35,73
2024-07-11,FL,Evening,3,56,47,25
2024-07-11,NY,Evening,5,19,93,58
2024-07-11,NJ,Evening,9,84,75,35
2024-07-11,GA,Night,8,60,75,45
2024-07-12,TN,Morning,1,27,76,62
2024-07-12,GA,Midday,0,66,56,71
2024-07-12,NJ,Midday,9,1,40,36
2024-07-12,TN,Midday,6,84,87,44
2024-07-12,FL,Midday,2,22,74,93
2024-07-12,NY,Midday,4,82,20,83
2024-07-12,GA,Evening,4,28,67,32
2024-07-12,TN,Evening,8,13,24,57
2024-07-12,FL,Evening,4,77,12,1
2024-07-12,NY,Evening,5,26,45,37
2024-07-12,NJ,Evening,4,80,74,25
2024-07-12,GA,Night,4,59,55,25
2024-07-13,TN,Morning,5,99,66,56
2024-07-13,GA,Midday,8,91,83,33
2024-07-13,NJ,Midday,7,41,20,53
2024-07-13,TN,Midday,6,21,37,18
2024-07-13,FL,Midday,3,43,79,54
2024-07-13,NY,Midday,7,59,10,53
2024-07-13,GA,Evening,2,52,53,17
2024-07-13,TN,Evening,3,88,25,59
2024-07-13,FL,Evening,1,56,68,16
2024-07-13,NY,Evening,4,76,31,34
2024-07-13,NJ,Evening,0,63,24,95
2024-07-13,GA,Night,8,74,89,81
2024-07-14,GA,Midday,8,30,45,96
2024-07-14,NJ,Midday,4,60,46,41
2024-07-14,FL,Midday,3,60,10,2
2024-07-14,NY,Midday,3,11,55,77
2024-07-14,GA,Evening,8,73,46,31
2024-07-14,TN,Evening,5,26,27,84
2024-07-14,FL,Evening,9,20,66,48
2024-07-14,NY,Evening,3,17,42,54
2024-07-14,NJ,Evening,7,4,75,53
2024-07-14,GA,Night,5,10,77,18
